tconst	parentTconst	seasonNumber	episodeNumber
tt0233807	tt0985040	3	4
tt0233885	tt1780701	\N	\N
tt0233949	tt0896232	\N	\N
tt0234033	tt0202179	16	2
tt0234108	tt0348811	4	5
tt0234227	tt0046593	32	23
tt0234248	tt1213665	1	72
tt0234297	tt0106078	3	19
tt0234489	tt0806901	17	5
tt0234490	tt0806901	29	2
tt0234491	tt0806901	7	3
tt0234677	tt0931229	1	15
tt0234741	tt5272538	1	1
tt0234758	tt0286397	1	4
tt0234794	tt0118480	1	1
tt0234855	tt0806910	1	435
tt0234968	tt2388808	\N	\N
tt0235093	tt1015563	2	3
tt0235297	tt5955168	1	5
tt0235298	tt5955168	2	3
tt0235300	tt5955168	2	2
tt0235326	tt0204993	1	0
tt0235355	tt0927658	1	2
tt0235356	tt0927658	1	1
tt0235461	tt1229946	4	5
tt0235499	tt3805856	\N	\N
tt0235534	tt3805856	\N	\N
tt0235541	tt1673940	1	7
tt0235587	tt0094416	7	4
tt0235624	tt0165592	8	5
tt0235654	tt0165592	8	4
tt0235675	tt1780701	\N	\N
tt0235681	tt0094525	7	2
tt0235781	tt0202179	10	2
tt0235804	tt0240886	\N	\N
tt0235808	tt1780701	\N	\N
tt0235810	tt0806910	1	57
tt0235892	tt0457259	\N	\N
tt0235988	tt3793732	\N	\N
tt0236032	tt0334833	\N	\N
tt0236102	tt0251512	1	1
tt0236148	tt3805856	\N	\N
tt0236203	tt3805856	\N	\N
tt0236206	tt0199214	4	2
tt0236212	tt3805856	\N	\N
tt0236214	tt0171999	1	4
tt0236267	tt8754686	\N	\N
tt0236309	tt0235921	1	0
tt0236511	tt1458516	\N	\N
tt0236513	tt0152923	1	4
tt0236523	tt0094525	7	1
tt0236594	tt1686687	\N	\N
tt0236603	tt1780701	\N	\N
tt0236604	tt13210498	1	1
tt0236605	tt13210498	1	10
tt0236606	tt13210498	1	11
tt0236607	tt13210498	1	12
tt0236608	tt13210498	1	13
tt0236609	tt13210498	1	2
tt0236610	tt13210498	1	3
tt0236611	tt13210498	1	4
tt0236612	tt13210498	1	5
tt0236613	tt13210498	1	6
tt0236614	tt13210498	1	7
tt0236615	tt13210498	1	8
tt0236616	tt13210498	1	9
tt0236620	tt0806901	17	4
tt0236621	tt0806901	20	3
tt0236725	tt1213665	1	73
tt0236758	tt0240886	\N	\N
tt0236790	tt0806910	1	89
tt0236819	tt3805856	\N	\N
tt0236841	tt0896681	1	5
tt0237102	tt3793732	\N	\N
tt0237131	tt0364151	7	3
tt0237139	tt0364151	13	6
tt0237166	tt0224861	\N	\N
tt0237167	tt0224861	2	48
tt0237168	tt0224861	2	15
tt0237187	tt0240886	\N	\N
tt0237207	tt0117248	1	9
tt0237226	tt1213665	1	39
tt0237402	tt0165592	8	18
tt0237423	tt3805856	\N	\N
tt0237567	tt0176357	7	7
tt0237584	tt0806901	7	7
tt0237585	tt0806901	29	3
tt0237610	tt9034532	1	1
tt0237873	tt3793732	\N	\N
tt0237930	tt0202179	11	5
tt0238038	tt0132666	3	11
tt0238044	tt0159876	23	12
tt0238132	tt0364151	15	8
tt0238203	tt0092322	\N	\N
tt0238311	tt0896232	\N	\N
tt0238312	tt0896232	\N	\N
tt0238352	tt0312248	1	4
tt0238353	tt0235930	1	1
tt0238433	tt0075471	1	3
tt0238525	tt0806901	18	6
tt0238553	tt3662072	\N	\N
tt0238568	tt0077076	13	1
tt0238581	tt0202179	3	7
tt0238585	tt0202179	7	7
tt0238653	tt0806910	1	437
tt0238684	tt0415421	\N	\N
tt0238688	tt0092322	\N	\N
tt0238798	tt0297626	1	2
tt0238847	tt0240886	\N	\N
tt0238865	tt0240886	\N	\N
tt0238962	tt0364151	14	3
tt0238966	tt0092400	10	23
tt0238976	tt0240886	\N	\N
tt0239037	tt0240886	\N	\N
tt0239081	tt0165042	10	4
tt0239200	tt1511543	2	1
tt0239216	tt0990935	4	51
tt0239218	tt0297621	5	22
tt0239311	tt1780701	\N	\N
tt0239371	tt1780701	\N	\N
tt0239488	tt0896232	\N	\N
tt0239572	tt2738036	1	1
tt0239619	tt1747300	1	3
tt0239644	tt0046593	5	20
tt0239679	tt0297626	11	6
tt0239714	tt0247120	1	1
tt0239756	tt0298665	12	16
tt0239818	tt0806901	18	4
tt0239819	tt0806901	29	4
tt0239820	tt0806901	7	6
tt0239821	tt0806901	8	3
tt0239857	tt0240886	\N	\N
tt0239920	tt0364151	2	3
tt0239957	tt3805856	\N	\N
tt0239988	tt0297626	10	12
tt0240027	tt7253022	\N	\N
tt0240075	tt0806910	1	438
tt0240076	tt3805856	\N	\N
tt0240113	tt0243732	1	1
tt0240151	tt3805856	\N	\N
tt0240251	tt0882736	7	1
tt0240292	tt0185102	2	1
tt0240458	tt0374370	1	1
tt0240484	tt3748852	1	13
tt0240485	tt3748852	1	8
tt0240486	tt3748852	1	12
tt0240591	tt2897576	2	2
tt0240672	tt0298665	9	9
tt0240737	tt0240286	1	0
tt0240744	tt0159876	28	4
tt0240811	tt0806901	8	4
tt0240963	tt0806910	1	439
tt0240964	tt0806910	1	468
tt0240965	tt0806910	1	440
tt0241103	tt6216702	1	5
tt0241295	tt0415421	\N	\N
tt0241381	tt0048916	2	22
tt0241875	tt0240886	\N	\N
tt0241911	tt0077076	17	7
tt0242251	tt0398529	3	5
tt0242261	tt0806910	1	48
tt0242308	tt3805856	\N	\N
tt0242436	tt3748852	1	14
tt0242541	tt0896232	\N	\N
tt0242597	tt3805856	\N	\N
tt0242664	tt0386989	3	7
tt0242673	tt0052511	1	8
tt0242684	tt2738036	1	3
tt0242725	tt0106081	1	1
tt0242780	tt0806910	1	32
tt0242829	tt1169951	1	4
tt0242868	tt1213665	1	30
tt0242899	tt1780701	\N	\N
tt0242903	tt0874686	1	14
tt0242933	tt0806910	1	98
tt0242934	tt0806910	1	441
tt0242935	tt0806910	1	33
tt0242936	tt0806910	1	79
tt0242937	tt0806910	1	23
tt0242938	tt0806910	1	35
tt0242939	tt0806910	1	92
tt0242940	tt0806910	1	44
tt0242941	tt0806910	1	76
tt0242969	tt0806910	1	67
tt0242990	tt0806910	1	162
tt0243153	tt0867015	1	1
tt0243159	tt1415092	5	1
tt0243250	tt21071598	1	2
tt0243254	tt0243063	1	0
tt0243304	tt1019700	1	29
tt0243330	tt1631583	1	1
tt0243336	tt0896232	\N	\N
tt0243407	tt21071598	1	1
tt0243434	tt0202179	9	7
tt0243478	tt3793732	\N	\N
tt0243485	tt0897329	1	2
tt0243498	tt0806901	8	6
tt0243499	tt0806901	15	5
tt0243520	tt0867015	1	2
tt0243598	tt0806910	1	93
tt0243665	tt0209557	1	1
tt0243767	tt0889258	10	1
tt0243802	tt0115122	5	2
tt0243844	tt21071598	1	3
tt0243903	tt1781127	\N	\N
tt0243922	tt0094416	5	5
tt0243986	tt1631583	1	2
tt0244084	tt0046593	34	23
tt0244134	tt0897329	1	1
tt0244144	tt0202179	24	2
tt0244176	tt0907694	1	34
tt0244249	tt0806910	1	442
tt0244279	tt0202179	10	5
tt0244285	tt0267154	11	2
tt0244311	tt0822778	\N	\N
tt0244446	tt0115122	4	4
tt0244464	tt5955168	6	3
tt0244558	tt0841927	1	1
tt0244597	tt0841927	1	2
tt0244598	tt0841927	1	18
tt0244599	tt0841927	1	25
tt0244600	tt0841927	1	19
tt0244601	tt0841927	1	10
tt0244602	tt0841927	1	28
tt0244603	tt0841927	1	14
tt0244604	tt0841927	1	12
tt0244605	tt0841927	1	15
tt0244606	tt0841927	1	11
tt0244607	tt0841927	1	4
tt0244608	tt0841927	1	20
tt0244609	tt0841927	1	6
tt0244610	tt0841927	1	16
tt0244611	tt0841927	1	17
tt0244612	tt0841927	1	21
tt0244613	tt0841927	1	22
tt0244614	tt0841927	1	13
tt0244615	tt0841927	1	24
tt0244616	tt0841927	1	7
tt0244617	tt0841927	1	26
tt0244618	tt0841927	1	27
tt0244619	tt0841927	1	8
tt0244891	tt0415421	\N	\N
tt0244952	tt0094525	3	10
tt0245025	tt0115122	5	1
tt0245054	tt2293681	1	6
tt0245183	tt0094525	5	8
tt0245195	tt1213665	1	74
tt0245233	tt2293681	1	3
tt0245266	tt0040049	5	23
tt0245282	tt0346222	1	4
tt0245306	tt1781127	\N	\N
tt0245357	tt0929245	\N	\N
tt0245365	tt0806901	29	5
tt0245545	tt1414347	1	1
tt0245651	tt0071034	2	23
tt0245711	tt0364151	12	5
tt0245722	tt0889258	10	2
tt0245906	tt0463399	2	13
tt0245988	tt0245633	3	9
tt0246013	tt0841927	1	31
tt0246014	tt0841927	1	32
tt0246015	tt0841927	1	33
tt0246016	tt0841927	1	39
tt0246017	tt0841927	1	40
tt0246018	tt0841927	1	35
tt0246019	tt0841927	1	36
tt0246020	tt0841927	1	37
tt0246042	tt0497975	1	5
tt0246154	tt0806901	15	6
tt0246174	tt0289033	8	2
tt0246200	tt3797766	1	17
tt0246270	tt0806910	1	28
tt0246424	tt1781127	\N	\N
tt0246520	tt0364151	15	6
tt0246571	tt0463399	3	9
tt0246688	tt2897576	1	5
tt0246702	tt0896232	\N	\N
tt0246703	tt0159876	25	16
tt0246786	tt0132666	4	4
tt0246810	tt0159876	17	2
tt0246854	tt0165592	3	13
tt0246858	tt0806901	9	5
tt0246872	tt1213665	1	13
tt0246968	tt0920540	1	3
tt0246972	tt0806910	1	4
tt0246973	tt0806910	1	13
tt0246974	tt0806910	1	443
tt0247089	tt0283724	1	1
tt0247150	tt0298685	1	1
tt0247175	tt0042094	4	22
tt0247278	tt0075533	1	2
tt0247293	tt0075533	1	4
tt0247363	tt0300901	1	1
tt0247366	tt0985040	7	1
tt0247402	tt0842384	\N	\N
tt0247409	tt0303489	\N	\N
tt0247411	tt0985040	5	3
tt0247449	tt0075533	1	3
tt0247549	tt0202179	2	2
tt0247563	tt3805856	\N	\N
tt0247625	tt0806901	17	2
tt0247707	tt0199214	2	3
tt0247728	tt0874686	1	15
tt0247761	tt0806910	1	150
tt0247762	tt0806910	1	142
tt0247764	tt0806910	1	444
tt0247765	tt0806910	1	86
tt0247775	tt0046637	1	1
tt0247990	tt0108747	4	8
tt0247996	tt0200358	38	13
tt0248148	tt1382578	1	6
tt0248314	tt0806901	10	3
tt0248460	tt1781127	\N	\N
tt0248462	tt0159876	23	10
tt0248506	tt0088621	14	1
tt0248507	tt0088621	16	1
tt0248508	tt0088621	14	5
tt0248509	tt0088621	16	3
tt0248510	tt0088621	15	1
tt0248511	tt0088621	16	4
tt0248512	tt0088621	17	1
tt0248513	tt0088621	15	4
tt0248514	tt0088621	17	2
tt0248524	tt0806910	1	445
tt0248588	tt0086699	5	8
tt0248590	tt0165592	12	7
tt0248619	tt0364151	13	7
tt0248669	tt0279535	1	5
tt0248696	tt0482032	1	10
tt0248729	tt11497256	1	3
tt0248736	tt0200358	3	12
tt0248800	tt0279535	1	3
tt0248827	tt2392446	\N	\N
tt0248829	tt0159876	22	15
tt0248964	tt0243714	1	1
tt0248997	tt0482032	1	11
tt0249080	tt0386989	5	3
tt0249130	tt0482032	1	9
tt0249142	tt0846838	1	12
tt0249166	tt0874686	1	5
tt0249206	tt0463399	\N	\N
tt0249222	tt0279535	1	7
tt0249349	tt1781127	\N	\N
tt0249357	tt0463399	3	26
tt0249393	tt0096542	3	0
tt0249397	tt0046593	28	19
tt0249405	tt0242203	3	4
tt0249421	tt1366313	1	2
tt0249442	tt1049304	2	8
tt0249475	tt0346222	1	8
tt0249482	tt0108749	4	1
tt0249493	tt0768816	\N	\N
tt0249564	tt2329424	1	16
tt0249569	tt0166458	12	1
tt0249841	tt1213665	1	75
tt0249842	tt0202179	14	1
tt0249854	tt2392446	\N	\N
tt0249877	tt0390790	1	4
tt0249883	tt0806901	10	5
tt0249885	tt0242211	6	3
tt0249906	tt0199214	2	1
tt0249928	tt0298665	3	22
tt0249979	tt0092322	9	24
tt0249983	tt0132666	4	2
tt0250010	tt0298665	3	12
tt0250026	tt0806910	1	261
tt0250027	tt0806910	1	281
tt0250042	tt1049304	4	1
tt0250061	tt0907700	1	5
tt0250062	tt0907700	1	1
tt0250203	tt1371594	1	9
tt0250209	tt0092322	11	7
tt0250322	tt1371594	1	5
tt0250349	tt0205886	1	2
tt0250350	tt0205886	1	3
tt0250378	tt0181927	\N	\N
tt0250569	tt0985040	7	6
tt0250580	tt0159876	21	17
tt0250658	tt0159876	28	14
tt0250663	tt0167732	1	14
tt0250671	tt0159876	4	22
tt0250771	tt0806910	1	85
tt0250780	tt11942042	\N	\N
tt0250822	tt0096699	1	1
tt0251044	tt0943525	\N	\N
tt0251066	tt1213665	1	48
tt0251072	tt0439384	1	9
tt0251158	tt0914702	4	12
tt0251273	tt0202179	6	6
tt0251275	tt0364151	4	8
tt0251332	tt0050072	7	10
tt0251382	tt0132666	4	5
tt0251424	tt0243730	\N	\N
tt0251427	tt0806910	1	16
tt0251428	tt0806910	1	37
tt0251429	tt0806910	1	62
tt0251471	tt0200358	38	16
tt0251605	tt1213665	1	47
tt0251678	tt0048893	2	30
tt0251725	tt0842384	\N	\N
tt0251747	tt0896232	\N	\N
tt0251748	tt0896232	\N	\N
tt0251811	tt3782710	\N	\N
tt0251942	tt0806901	20	6
tt0251943	tt0806901	24	8
tt0251944	tt0806901	12	3
tt0251945	tt0806901	11	2
tt0251998	tt0048893	1	11
tt0252032	tt0196262	\N	\N
tt0252039	tt0806910	1	40
tt0252040	tt0806910	1	70
tt0252041	tt0806910	1	446
tt0252042	tt0806910	1	81
tt0252043	tt0806910	1	26
tt0252044	tt0806910	1	99
tt0252045	tt0806910	1	195
tt0252046	tt0806910	1	88
tt0252047	tt0806910	1	30
tt0252200	tt0167655	\N	\N
tt0252237	tt0335704	19	2
tt0252248	tt0167522	\N	\N
tt0252331	tt0159876	10	4
tt0252392	tt0335704	7	7
tt0252413	tt2979006	1	3
tt0252427	tt0335704	17	1
tt0252531	tt0335704	7	3
tt0252639	tt0131187	1	5
tt0252694	tt0985040	6	6
tt0252922	tt1686687	\N	\N
tt0252925	tt0335704	4	4
tt0252948	tt0297626	11	8
tt0252952	tt5884844	\N	\N
tt0253008	tt0159876	\N	\N
tt0253113	tt0132666	4	3
tt0253160	tt2591584	1	4
tt0253406	tt0202179	7	1
tt0253418	tt7252940	\N	\N
tt0253428	tt0165592	8	16
tt0253494	tt0806901	10	4
tt0253519	tt0167626	1	15
tt0253625	tt15441582	1	21
tt0253628	tt12753314	\N	\N
tt0253669	tt0335704	15	1
tt0253684	tt0815352	1	45
tt0253780	tt0815353	1	32
tt0253786	tt0335704	7	4
tt0253792	tt0806910	1	153
tt0253793	tt0806910	1	447
tt0253835	tt0896679	1	1
tt0253844	tt0335704	8	1
tt0254214	tt0176357	6	7
tt0254258	tt0297626	5	12
tt0254304	tt0335704	8	4
tt0254306	tt0450527	\N	\N
tt0254314	tt0182575	2	2
tt0254342	tt11497256	1	6
tt0254355	tt0348892	1	11
tt0254389	tt0202179	5	5
tt0254430	tt0896232	\N	\N
tt0254442	tt6501498	\N	\N
tt0254664	tt0159876	3	28
tt0254812	tt0806910	1	448
tt0254831	tt0335704	13	1
tt0254835	tt0300745	1	1
tt0254848	tt19856422	1	1
tt0254886	tt1686687	\N	\N
tt0254940	tt0335704	14	1
tt0254943	tt3805856	\N	\N
tt0255007	tt0159156	2	5
tt0255014	tt0159876	\N	\N
tt0255058	tt0815353	1	12
tt0255090	tt9170590	1	3
tt0255091	tt9170590	1	4
tt0255176	tt0335704	8	6
tt0255187	tt0404629	4	34
tt0255250	tt3793732	\N	\N
tt0255251	tt0159876	\N	\N
tt0255317	tt0149314	5	9
tt0255387	tt0450527	\N	\N
tt0255518	tt0324723	1	1
tt0255634	tt0806910	1	449
tt0255689	tt1213665	1	54
tt0255808	tt0335704	12	2
tt0255829	tt0165042	1	4
tt0255830	tt0335704	13	2
tt0255868	tt0335704	11	3
tt0255896	tt0159876	29	2
tt0255902	tt0199184	12	11
tt0255928	tt0159876	25	4
tt0255985	tt0463399	4	29
tt0255991	tt0335704	4	3
tt0255995	tt0335704	5	2
tt0256020	tt0335704	16	5
tt0256034	tt0335704	8	5
tt0256066	tt2329424	1	17
tt0256176	tt0165042	2	3
tt0256177	tt0335704	4	7
tt0256240	tt0159876	21	15
tt0256252	tt0335704	19	1
tt0256264	tt3793732	\N	\N
tt0256274	tt0348892	1	5
tt0256388	tt0335704	9	1
tt0256426	tt0806910	1	450
tt0256442	tt0233120	\N	\N
tt0256579	tt0122626	1	1
tt0256694	tt0166423	\N	\N
tt0256700	tt0094416	3	14
tt0256930	tt0441074	\N	\N
tt0256989	tt0335704	16	4
tt0257051	tt0046637	3	7
tt0257104	tt0040051	2	30
tt0257172	tt0088622	1	8
tt0257219	tt0806910	1	451
tt0257259	tt0463399	4	1
tt0257406	tt0463399	\N	\N
tt0257456	tt29521486	1	3
tt0257489	tt0133302	3	9
tt0257983	tt0159876	22	7
tt0258027	tt0169464	1	1
tt0258190	tt0408366	1	8
tt0258238	tt0806910	1	452
tt0258239	tt0806910	1	453
tt0258244	tt3805856	\N	\N
tt0258349	tt0264241	7	5
tt0258480	tt1686687	\N	\N
tt0258546	tt0463399	2	33
tt0258584	tt1480503	1	21
tt0258715	tt0242211	2	4
tt0258716	tt0242211	5	1
tt0258717	tt0242211	4	2
tt0258718	tt0242211	3	4
tt0258719	tt0242211	6	1
tt0258720	tt0242211	5	11
tt0258721	tt0242211	3	7
tt0258722	tt0242211	4	3
tt0258723	tt0242211	6	4
tt0258724	tt0242211	3	1
tt0258725	tt0242211	2	5
tt0258726	tt0242211	2	2
tt0258727	tt0242211	4	1
tt0258728	tt0242211	3	3
tt0258729	tt0242211	2	6
tt0258730	tt0242211	6	5
tt0258731	tt0242211	2	1
tt0258732	tt0242211	3	5
tt0258733	tt0242211	5	7
tt0258734	tt0242211	3	6
tt0258735	tt0242211	1	4
tt0258736	tt0242211	1	2
tt0258737	tt0242211	5	8
tt0258738	tt0242211	5	3
tt0258739	tt0242211	3	2
tt0258740	tt0242211	1	5
tt0258742	tt0242211	6	2
tt0258743	tt0242211	5	5
tt0258744	tt0242211	7	1
tt0258745	tt0242211	5	2
tt0258746	tt0242211	5	9
tt0258747	tt0242211	5	4
tt0258748	tt0242211	1	1
tt0258749	tt0242211	2	3
tt0258750	tt0242211	5	10
tt0258752	tt0242211	1	3
tt0258753	tt0242211	5	6
tt0258754	tt0242211	2	7
tt0258756	tt0242211	1	6
tt0258780	tt1686687	\N	\N
tt0258826	tt0985040	13	1
tt0258958	tt3805856	\N	\N
tt0259063	tt11942042	\N	\N
tt0259089	tt1868747	1996	155
tt0259253	tt5955168	1	3
tt0259254	tt5955168	1	4
tt0259256	tt0364151	15	1
tt0259329	tt0421278	1	4
tt0259336	tt5955168	1	2
tt0259338	tt1339244	1	6
tt0259345	tt0842384	\N	\N
tt0259364	tt0896232	\N	\N
tt0259595	tt0121027	21	3
tt0259598	tt0874686	1	16
tt0259608	tt0159876	\N	\N
tt0259613	tt0806910	1	454
tt0259697	tt0159876	22	9
tt0259698	tt0210458	\N	\N
tt0259770	tt1049304	3	4
tt0259905	tt0115122	5	3
tt0259910	tt0240886	\N	\N
tt0259925	tt3805856	\N	\N
tt0259940	tt0259797	1	1
tt0259975	tt1169188	1	3
tt0259987	tt0262955	\N	\N
tt0259993	tt1403933	1	6
tt0260001	tt0094483	1	3
tt0260085	tt4220008	1	1
tt0260091	tt0094483	1	2
tt0260138	tt1245432	1	5
tt0260215	tt1169188	1	1
tt0260226	tt0094483	1	1
tt0260227	tt1019700	1	42
tt0260273	tt3797766	1	11
tt0260287	tt0806901	29	6
tt0260323	tt0069657	\N	\N
tt0260341	tt7252940	\N	\N
tt0260361	tt4220008	1	4
tt0260407	tt0920540	1	4
tt0260410	tt0088621	13	7
tt0260458	tt4106356	1	6
tt0260520	tt1169188	1	2
tt0260609	tt0094430	1	7
tt0260664	tt0399943	4	4
tt0260665	tt0399943	4	3
tt0260670	tt0985040	6	5
tt0260706	tt0202179	14	6
tt0260707	tt3662072	\N	\N
tt0260747	tt0985040	10	4
tt0260768	tt0199184	11	1
tt0260770	tt0115122	5	4
tt0260773	tt0133302	16	7
tt0260834	tt0985040	10	5
tt0260846	tt0985040	9	1
tt0260849	tt7829286	\N	\N
tt0260899	tt3805856	\N	\N
tt0260933	tt4280482	1	7
tt0260942	tt10789088	\N	\N
tt0260946	tt0985040	3	2
tt0260967	tt0202179	20	1
tt0260975	tt0202179	19	5
tt0260976	tt9170590	1	5
tt0260981	tt20356200	\N	\N
tt0261083	tt0159876	11	9
tt0261085	tt0341718	\N	\N
tt0261110	tt0985040	6	1
tt0261128	tt0133302	15	14
tt0261142	tt0202179	18	5
tt0261153	tt0075471	13	2
tt0261186	tt0806901	20	2
tt0261224	tt3980622	1	3
tt0261303	tt0353090	\N	\N
tt0261316	tt0281438	1	25
tt0261320	tt0121027	26	4
tt0261337	tt0088621	16	2
tt0261345	tt0806910	1	455
tt0261359	tt0202179	17	7
tt0261496	tt0133302	11	20
tt0261591	tt0115122	6	1
tt0261621	tt0075471	13	4
tt0261641	tt0165592	9	18
tt0261646	tt0165593	14	6
tt0261667	tt0202454	1	2
tt0262012	tt0159876	21	13
tt0262018	tt0121027	27	3
tt0262020	tt0297626	4	4
tt0262324	tt0077082	15	16
tt0262354	tt0167644	4	3
tt0262463	tt0842384	\N	\N
tt0262498	tt0896232	\N	\N
tt0262499	tt0896232	\N	\N
tt0262500	tt0896232	\N	\N
tt0262501	tt0896232	\N	\N
tt0262565	tt0202179	19	4
tt0262583	tt0167644	8	1
tt0262585	tt0167644	6	3
tt0262586	tt0167644	9	3
tt0262587	tt0167644	5	2
tt0262588	tt0167644	4	2
tt0262589	tt0167644	1	3
tt0262590	tt0167644	5	3
tt0262591	tt0167644	4	4
tt0262592	tt0167644	9	2
tt0262656	tt0167644	2	2
tt0262691	tt1780701	\N	\N
tt0262696	tt0806901	29	7
tt0262697	tt0806901	23	9
tt0262731	tt0861749	1	5
tt0262737	tt0907694	1	35
tt0262744	tt15441582	1	9
tt0262785	tt0382485	1	2
tt0262786	tt0382485	\N	\N
tt0262811	tt0806910	1	457
tt0262845	tt1511543	4	1
tt0262858	tt0167644	9	1
tt0262864	tt0167644	5	1
tt0262872	tt0295137	1	0
tt0262912	tt0078713	3	9
tt0262940	tt0882736	7	2
tt0263036	tt0046593	4	25
tt0263164	tt0086807	\N	\N
tt0263281	tt0896667	1	1
tt0263282	tt0896667	1	2
tt0263340	tt1780701	\N	\N
tt0263466	tt0159876	\N	\N
tt0263477	tt0112022	1	1
tt0263634	tt0132666	4	10
tt0263690	tt0167644	1	2
tt0263797	tt0989125	9	38
tt0263876	tt0806901	20	1
tt0264183	tt0989125	3	5
tt0264190	tt0925316	\N	\N
tt0264321	tt0046593	30	4
tt0264369	tt14881378	1	2
tt0264370	tt14881378	1	3
tt0264397	tt0146386	\N	\N
tt0264403	tt0133302	13	5
tt0264409	tt0821060	1	9
tt0264579	tt1213665	1	76
tt0264633	tt14895146	\N	\N
tt0264651	tt3428884	4	3
tt0264677	tt0842384	\N	\N
tt0264678	tt0842384	\N	\N
tt0264679	tt0456786	\N	\N
tt0264711	tt0896232	\N	\N
tt0264712	tt0896232	\N	\N
tt0264727	tt0889408	1	1
tt0264783	tt0046617	18	14
tt0264803	tt0165042	24	1
tt0265140	tt0348892	1	15
tt0265150	tt0350401	1	2
tt0265219	tt2329424	1	18
tt0265364	tt0943525	\N	\N
tt0265365	tt0943525	\N	\N
tt0265402	tt12286486	1	2
tt0265403	tt12286486	1	3
tt0265472	tt0335704	20	1
tt0265527	tt0046593	5	2
tt0265549	tt0806901	29	9
tt0265550	tt0806901	29	8
tt0265667	tt0303448	\N	\N
tt0265711	tt0934339	1	1
tt0265805	tt0159876	27	14
tt0265840	tt0088621	17	3
tt0265849	tt0806910	1	456
tt0265850	tt0806910	1	489
tt0265996	tt8013750	1	1
tt0265997	tt8013750	1	2
tt0265998	tt8013750	1	3
tt0266012	tt0860267	2	3
tt0266051	tt0348892	1	6
tt0266213	tt0055708	30	120
tt0266471	tt0202206	\N	\N
tt0266571	tt1213665	1	77
tt0266618	tt0842384	\N	\N
tt0266653	tt0159876	24	4
tt0266784	tt0943525	\N	\N
tt0266848	tt0159876	24	11
tt0266854	tt0112123	1	8
tt0266913	tt0907694	1	36
tt0266938	tt0847709	1	8
tt0267309	tt0821060	1	10
tt0267327	tt0199184	24	6
tt0267368	tt0429290	12	12
tt0267384	tt0132666	44	8
tt0267392	tt0149314	10	4
tt0267579	tt0896232	\N	\N
tt0267580	tt0896232	\N	\N
tt0267581	tt0896232	\N	\N
tt0267582	tt0896232	\N	\N
tt0267583	tt0896232	\N	\N
tt0267584	tt0896232	\N	\N
tt0267585	tt0896232	\N	\N
tt0267586	tt0896232	\N	\N
tt0267587	tt0896232	\N	\N
tt0267588	tt0896232	\N	\N
tt0267589	tt0896232	\N	\N
tt0267590	tt0896232	\N	\N
tt0267591	tt0896232	\N	\N
tt0267592	tt0896232	\N	\N
tt0267593	tt0896232	\N	\N
tt0267594	tt0896232	\N	\N
tt0267595	tt0896232	\N	\N
tt0267596	tt0896232	\N	\N
tt0267597	tt0896232	\N	\N
tt0267598	tt0896232	\N	\N
tt0267599	tt0896232	\N	\N
tt0267616	tt0889408	1	2
tt0267831	tt0806901	16	1
tt0267832	tt0806901	29	10
tt0267850	tt1780701	\N	\N
tt0267885	tt0176357	7	6
tt0267888	tt0046593	15	21
tt0267910	tt0297621	1	5
tt0268224	tt5955168	2	4
tt0268225	tt5955168	2	5
tt0268226	tt5955168	2	1
tt0268227	tt0463399	\N	\N
tt0268245	tt0934711	1	6
tt0268328	tt0364151	7	2
tt0268332	tt3428884	4	6
tt0268352	tt0842384	\N	\N
tt0268412	tt0841927	1	9
tt0268413	tt0841927	1	5
tt0268414	tt0841927	1	23
tt0268567	tt0926182	\N	\N
tt0268597	tt15441582	1	7
tt0268598	tt15441582	1	15
tt0268599	tt15441582	1	5
tt0268600	tt15441582	1	14
tt0268601	tt15441582	1	18
tt0268602	tt15441582	1	13
tt0268603	tt15441582	1	17
tt0268604	tt15441582	1	6
tt0268605	tt15441582	1	16
tt0268606	tt15441582	1	8
tt0268607	tt15441582	1	1
tt0268608	tt15441582	1	11
tt0268609	tt15441582	1	19
tt0268610	tt15441582	1	12
tt0268611	tt15441582	1	3
tt0268612	tt15441582	1	20
tt0268664	tt0860267	2	4
tt0268678	tt0060033	2	11
tt0268679	tt0806910	1	458
tt0268920	tt0364151	15	3
tt0269065	tt0208857	\N	\N
tt0269066	tt0208857	\N	\N
tt0269067	tt0208857	\N	\N
tt0269070	tt0208857	\N	\N
tt0269173	tt0270123	1	1
tt0269190	tt0463399	2	7
tt0269279	tt0250143	\N	\N
tt0269319	tt0842384	\N	\N
tt0269335	tt1037716	\N	\N
tt0269351	tt0463399	4	46
tt0269361	tt0165326	\N	\N
tt0269531	tt1729107	1	5
tt0269729	tt6404392	1	4
tt0269832	tt0847709	1	9
tt0269884	tt1332900	1	3
tt0269886	tt0466624	1	1
tt0270196	tt0094416	4	1
tt0270336	tt3748852	1	7
tt0270365	tt0364151	15	4
tt0270382	tt0960172	1	1
tt0270383	tt0960172	1	7
tt0270386	tt0960172	1	8
tt0270398	tt0335704	7	5
tt0270446	tt1213665	1	19
tt0270461	tt0960172	1	6
tt0270470	tt0218768	\N	\N
tt0270482	tt1480503	1	76
tt0270506	tt0254033	1	6
tt0270632	tt0960172	1	2
tt0270687	tt0806910	1	459
tt0270701	tt0207932	1	37
tt0270753	tt3748852	1	11
tt0270852	tt0202179	5	6
tt0270870	tt0159876	28	3
tt0270883	tt0075471	13	1
tt0270904	tt0147760	5	1
tt0270905	tt0147760	5	4
tt0270906	tt0147760	5	2
